incumbent,national_party,ep_group,country,country_duration,quantity_votes_party,quantity_votes_group,party_size,largest_party_size,largest_group_size,party_country_ratio,party_group_size,party_group_ratio,party_defection,party_cohesion,group_defection,group_cohesion,meserve_score_party,meserve_score_group
0,Rassemblement national,IDG,France,9,1179.0,1179.0,19,19.0,65.0,0.24050632911392406,65,0.2923076923076923,0.0025445292620865,0.995290665460885,0.0854736310063305,0.6330398072114224,0.0025445292620865,0.2366412213740458
1,PASOK-KINAL,S&D,Greece,8,0.0,1105.0,1,,144.0,0.045454545454545456,155,0.0064516129032258064,,,0.0060118333795043,0.9685155193109164,,0.0072398190045248
1,Vlaams Belang,IDG,Belgium,9,1148.0,1150.0,3,3.0,65.0,0.13043478260869565,65,0.046153846153846156,0.0034843205574912,0.9817391304347826,0.1398391782826865,0.6335152683706531,0.0034843205574912,0.2895652173913043
1,Eesti Reformierakond,REG,Estonia,4,1081.0,1230.0,2,2.0,103.0,0.2857142857142857,107,0.018691588785046728,0.0,0.9939024390243902,0.0177324642994608,0.921145811491166,0.0,0.0349593495934959
0,Demokratikus Koalíció,S&D,Hungary,4,1171.0,1180.0,4,4.0,144.0,0.18181818181818182,155,0.025806451612903226,0.0,0.9958686440677966,0.0158495245433316,0.9642694067276328,0.0,0.0220338983050847
1,Parti Socialiste,S&D,Belgium,9,1224.0,1224.0,5,5.0,144.0,0.21739130434782608,155,0.03225806451612903,0.0407475490196078,0.9554942810457516,0.0358115968258432,0.9637737425699392,0.0539215686274509,0.0465686274509803
0,Partido Popular,EPP,Spain,7,1232.0,1232.0,13,13.0,177.0,0.21666666666666667,183,0.07103825136612021,0.0031637396694214,0.98298609534405,0.0207320960179029,0.9234432678340716,0.0048701298701298,0.0324675324675324
1,Christlich Soziale Partei,EPP,Belgium,9,0.0,1224.0,1,,177.0,0.043478260869565216,183,0.00546448087431694,,,0.0512528373329642,0.9231508765569552,,0.0808823529411764
0,Platforma Obywatelska,EPP,Poland,4,1221.0,1221.0,11,11.0,177.0,0.21153846153846154,183,0.060109289617486336,0.0089407589407589,0.9738818068363522,0.0147386847179057,0.9230270733117012,0.0122850122850122,0.0262080262080262
0,Uniunea Salvați România,REG,Romania,3,445.0,716.0,9,8.0,103.0,0.25,107,0.08411214953271028,0.0278571428571428,0.9882526564344746,0.3340706761610614,0.9216905970612426,0.0314606741573033,0.4120111731843575
0,Coalition of the Radical Left,The Left,Greece,8,1186.0,1186.0,6,6.0,39.0,0.2727272727272727,40,0.15,0.0067664418212478,0.9838532883642496,0.0578284063211005,0.8120110038468132,0.0075885328836424,0.1020236087689713
0,Nea Demokratia,EPP,Greece,8,1219.0,1219.0,7,7.0,177.0,0.3181818181818182,183,0.03825136612021858,0.0083059885151763,0.9882016875659206,0.0262285875971001,0.923149706884308,0.0090237899917965,0.0467596390484003
0,La France Insoumise,The Left,France,9,1140.0,1140.0,5,5.0,39.0,0.06329113924050633,40,0.125,0.0093201754385964,0.9729166666666668,0.0535955473840289,0.8082702751725797,0.0114035087719298,0.1157894736842105
1,Socialistisk Folkeparti,Greens/EFA,Denmark,9,1166.0,1179.0,2,2.0,71.0,0.13333333333333333,74,0.02702702702702703,0.0,0.9949109414758268,0.0081600198896774,0.973109360387974,0.0,0.0093299406276505
1,Lietuvos Respublikos liberalų sąjūdis,REG,Lithuania,4,0.0,1246.0,1,,103.0,0.09090909090909091,107,0.009345794392523364,,,0.013750333574036,0.919731965957212,,0.0321027287319422
0,Partidul Social Democrat,S&D,Romania,3,1160.0,1160.0,8,8.0,144.0,0.2222222222222222,155,0.05161290322580645,0.0250615763546798,0.9810729679802954,0.0360478559974427,0.962007440449474,0.0258620689655172,0.0422413793103448
0,Volkspartij voor Vrijheid en Democratie,REG,Netherlands,9,1234.0,1235.0,6,5.0,103.0,0.18181818181818182,107,0.056074766355140186,0.0008103727714748,0.995748987854251,0.0588997125075431,0.9190893226623766,0.0008103727714748,0.0939271255060728
0,Lega,IDG,Italy,9,1227.0,1227.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.0018910889427246,0.990868613682618,0.0563308086221704,0.6367166910119146,0.0024449877750611,0.1597392013039934
0,Rassemblement national,IDG,France,9,1200.0,1200.0,19,19.0,65.0,0.24050632911392406,65,0.2923076923076923,0.0020132211538461,0.994620706187947,0.0829140920461391,0.632593375263127,0.0025,0.2333333333333333
0,Sozialdemokratische Partei Deutschlands,S&D,Germany,9,1155.0,1155.0,18,16.0,144.0,0.1782178217821782,155,0.11612903225806452,0.0098282669711241,0.9734830843759416,0.0159631077507939,0.9658900458253916,0.0155844155844155,0.0233766233766233
0,EH BILDU,The Left,Spain,7,0.0,1225.0,1,,39.0,0.016666666666666666,40,0.025,,,0.0205015863272739,0.8111088113247421,,0.0506122448979591
0,Partito Democratico,S&D,Italy,9,1217.0,1217.0,18,16.0,144.0,0.23076923076923078,155,0.11612903225806452,0.0068421717969786,0.9842197295309456,0.0103695410351549,0.9662978743973064,0.0106820049301561,0.0156121610517666
0,Partidul Mișcarea Populară,EPP,Romania,3,1151.0,1196.0,2,2.0,177.0,0.05555555555555555,183,0.01092896174863388,0.0,0.9855769230769232,0.0192986919527432,0.9228445896824706,0.0,0.0292642140468227
0,Lega,IDG,Italy,9,1216.0,1216.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.0,0.9906674541355648,0.0566639512872923,0.6365848944797035,0.0,0.1603618421052631
0,Ciudadanos – Partido de la Ciudadanía,REG,Spain,7,1207.0,1207.0,6,6.0,103.0,0.1,107,0.056074766355140186,0.0029826014913007,0.990410107705054,0.0104434555394783,0.919176546693777,0.0049710024855012,0.0256835128417564
0,Alternative für Deutschland,IDG,Germany,9,1195.0,1195.0,9,9.0,65.0,0.0891089108910891,65,0.13846153846153847,0.0141512253436939,0.9822250448296476,0.1575626856436965,0.6355176769522198,0.0158995815899581,0.3146443514644351
0,Freie Demokratische Partei,REG,Germany,9,1241.0,1242.0,5,5.0,103.0,0.04950495049504951,107,0.04672897196261682,0.0016116035455278,0.9947665056360708,0.0477450227877297,0.9206303371431556,0.0016116035455278,0.0821256038647343
0,Rassemblement national,IDG,France,9,1184.0,1184.0,19,19.0,65.0,0.24050632911392406,65,0.2923076923076923,0.0029824746621621,0.9951112084444612,0.0863725841523911,0.631820026118374,0.0033783783783783,0.2390202702702702
0,Les Républicains,EPP,France,9,1235.0,1235.0,7,7.0,177.0,0.08860759493670886,183,0.03825136612021858,0.040242914979757,0.9604395604395604,0.1215001365357121,0.9237449667716878,0.0461538461538461,0.1603238866396761
0,Partidul Social Democrat,S&D,Romania,3,1097.0,1098.0,8,8.0,144.0,0.2222222222222222,155,0.05161290322580645,0.0032556322437817,0.9830096929482176,0.0129989692174746,0.9620976596100866,0.0036463081130355,0.0173041894353369
1,Partito Democratico,S&D,Italy,9,1238.0,1238.0,18,16.0,144.0,0.23076923076923078,155,0.11612903225806452,0.0042835395622148,0.9820831581584812,0.0119482592596852,0.9629357957682012,0.0072697899838449,0.0177705977382875
0,Partido Popular,EPP,Spain,7,1225.0,1225.0,13,13.0,177.0,0.21666666666666667,183,0.07103825136612021,0.0340664811379097,0.982220969506684,0.0452529186700176,0.9225617736834818,0.0391836734693877,0.0620408163265306
1,SMER-Sociálna demokracia,S&D,Slovakia,4,927.0,1191.0,2,2.0,144.0,0.14285714285714285,155,0.012903225806451613,0.0,0.9716624685138538,0.0223084090768337,0.9637206047013914,0.0,0.0277078085642317
0,Christlich Demokratische Union Deutschlands,EPP,Germany,9,1142.0,1142.0,24,23.0,177.0,0.2376237623762376,183,0.13114754098360656,0.0102614839917817,0.9835180798890566,0.0104499978420363,0.9200232468081082,0.0140105078809106,0.0201401050788091
0,Christen Democratisch Appèl,EPP,Netherlands,9,1227.0,1227.0,5,5.0,177.0,0.15151515151515152,183,0.0273224043715847,0.0005093724531377,0.9878973105134476,0.0203078055463168,0.9231090541818032,0.0008149959250203,0.0309698451507742
0,Liberal-Conservative Refomists,ECR,Germany,9,0.0,1209.0,1,,64.0,0.009900990099009901,67,0.014925373134328358,,,0.3198884446107108,0.7625729737195287,,0.4474772539288668
0,Christlich Demokratische Union Deutschlands,EPP,Germany,9,1182.0,1182.0,24,23.0,177.0,0.2376237623762376,183,0.13114754098360656,0.0062798946682195,0.9843031530204982,0.0087529615405325,0.9236891735858612,0.0093062605752961,0.015228426395939
0,Arbetarepartiet- Socialdemokraterna,S&D,Sweden,5,1209.0,1209.0,6,5.0,144.0,0.2608695652173913,155,0.03870967741935484,0.0139578163771712,0.9878411910669976,0.032384077703448,0.9642998314378688,0.0148883374689826,0.0405293631100082
0,Forza Italia,EPP,Italy,9,662.0,662.0,10,10.0,177.0,0.1282051282051282,183,0.0546448087431694,0.0007552870090634,0.8215508559919434,0.0259123298713365,0.9285513742820876,0.0030211480362537,0.0362537764350453
0,Österreichische Volkspartei,EPP,Austria,5,1209.0,1209.0,8,7.0,177.0,0.4,183,0.04371584699453552,0.0065756823821339,0.9844972232069006,0.0314837521229543,0.9241979827652972,0.0074441687344913,0.0521091811414392
0,La République en marche,REG,France,9,1220.0,1220.0,5,5.0,103.0,0.06329113924050633,107,0.04672897196261682,0.0037909836065573,0.9919262295081968,0.0168231436909329,0.9212899875797556,0.0040983606557377,0.0352459016393442
1,Partido Nacionalista Vasco,REG,Spain,7,0.0,1220.0,1,,103.0,0.016666666666666666,107,0.009345794392523364,,,0.0175576193846323,0.9191767870649964,,0.0336065573770491
0,SPOLU – občianska demokracia,EPP,Slovakia,4,0.0,1231.0,1,,177.0,0.07142857142857142,183,0.00546448087431694,,,0.0306091148286363,0.9248169311792064,,0.050365556458164
1,Rassemblement national,IDG,France,9,1230.0,1230.0,19,19.0,65.0,0.24050632911392406,65,0.2923076923076923,0.0049451480091723,0.9948865299521308,0.084938441240222,0.6348622438686604,0.0056910569105691,0.2349593495934959
0,Sozialdemokratische Partei Deutschlands,S&D,Germany,9,1223.0,1223.0,18,16.0,144.0,0.1782178217821782,155,0.11612903225806452,0.0081195582830905,0.974532732530484,0.0189269879529417,0.9651081853907424,0.0139002452984464,0.0278004905968928
0,Europe Écologie,Greens/EFA,France,9,1223.0,1223.0,12,12.0,71.0,0.1518987341772152,74,0.16216216216216217,0.0080233033524121,0.985227892167794,0.0175653898092779,0.9708926495074004,0.0130825838103025,0.0237121831561733
1,Lega,IDG,Italy,9,1248.0,1248.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.0015503065774804,0.9907565097987556,0.0582874350142668,0.6370714391332056,0.0016025641025641,0.1626602564102564
1,Vänsterpartiet,The Left,Sweden,5,0.0,1221.0,1,,39.0,0.043478260869565216,40,0.025,,,0.083775774426761,0.8095955374251986,,0.1547911547911548
0,Partidul Naţional Liberal,EPP,Romania,3,1240.0,1240.0,11,10.0,177.0,0.3055555555555556,183,0.060109289617486336,0.001860599078341,0.9816748271889402,0.0096898788979854,0.92344198618325,0.0032258064516129,0.0169354838709677
0,Svoboda a přímá demokracie,IDG,Czech Republic,4,1138.0,1194.0,2,2.0,65.0,0.09523809523809523,65,0.03076923076923077,0.0,0.7273869346733668,0.1784737197919511,0.633198259454252,0.0,0.355108877721943
1,Lietuvos socialdemokratų partija,S&D,Lithuania,4,1169.0,1193.0,2,2.0,144.0,0.18181818181818182,155,0.012903225806451613,0.0,0.9874266554903603,0.0019006305987843,0.9647471743460732,0.0,0.0033528918692372
0,Bündnis 90/Die Grünen,Greens/EFA,Germany,9,1205.0,1205.0,22,21.0,71.0,0.21782178217821782,74,0.2972972972972973,0.0,0.9923594020387246,0.0002829121086382,0.9716671382116172,0.0,0.0008298755186721
0,Volt,Greens/EFA,Germany,9,0.0,1196.0,1,,71.0,0.009900990099009901,74,0.013513513513513514,,,0.010067468718754,0.972545001778699,,0.0133779264214046
0,Partidul Naţional Liberal,EPP,Romania,3,1060.0,1060.0,11,10.0,177.0,0.3055555555555556,183,0.060109289617486336,0.0038915094339622,0.9861938454627136,0.0130489745317346,0.9306157547907414,0.0047169811320754,0.020754716981132
1,Slovenska ljudska stranka,EPP,Slovenia,4,0.0,1170.0,1,,177.0,0.1111111111111111,183,0.00546448087431694,,,0.0273004222087203,0.9199968642503416,,0.0495726495726495
0,La France Insoumise,The Left,France,9,1092.0,1092.0,5,5.0,39.0,0.06329113924050633,40,0.125,0.0080128205128205,0.9725274725274724,0.052786452772822,0.812220458857902,0.01007326007326,0.108058608058608
1,Partito Democratico,S&D,Italy,9,1242.0,1242.0,18,16.0,144.0,0.23076923076923078,155,0.11612903225806452,0.0048142544519356,0.9826239531402576,0.0035776813255138,0.9636939235693408,0.0072463768115942,0.0056360708534621
0,Lega,IDG,Italy,9,1163.0,1163.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.0363078993607237,0.9909227731397424,0.0814968898055418,0.6356878856130531,0.0378331900257953,0.1943250214961307
0,Lega,IDG,Italy,9,1225.0,1225.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.0036734693877551,0.9907916784057376,0.0568432803632662,0.637278788529819,0.0048979591836734,0.16
1,Socijaldemokratska partija Hrvatske,S&D,Croatia,2,1212.0,1220.0,4,4.0,144.0,0.2857142857142857,155,0.025806451612903226,0.0041254125412541,0.9931352459016394,0.0067192528761041,0.9644096597338112,0.0041254125412541,0.010655737704918
0,Parti du Travail de Belgique,The Left,Belgium,9,0.0,1249.0,1,,39.0,0.043478260869565216,40,0.025,,,0.1019826502490007,0.8113887552912312,,0.1761409127301841
0,Uniunea Salvați România,REG,Romania,3,1213.0,1214.0,9,8.0,103.0,0.25,107,0.08411214953271028,0.0051466258391237,0.9905977877147564,0.0065859358461991,0.9237657215605142,0.0074196207749381,0.0140032948929159
0,Nieuw-Vlaamse Alliantie,ECR,Belgium,9,1136.0,1141.0,3,3.0,64.0,0.13043478260869565,67,0.04477611940298507,0.0008802816901408,0.9934268185801928,0.133631510606113,0.7661144674366898,0.0008802816901408,0.2226117440841367
0,Piratenpartei Deutschland,Greens/EFA,Germany,9,0.0,1166.0,1,,71.0,0.009900990099009901,74,0.013513513513513514,,,0.0447074874279066,0.972087691026822,,0.0523156089193825
0,Socialni demokrati,S&D,Slovenia,4,1130.0,1205.0,3,2.0,144.0,0.3333333333333333,155,0.01935483870967742,0.0,0.9763485477178424,0.0340912107759433,0.9630684843739464,0.0,0.0456431535269709
0,Ecologistes Confédérés pour l'Organisation de Luttes Originales,Greens/EFA,Belgium,9,1183.0,1229.0,2,2.0,71.0,0.08695652173913043,74,0.02702702702702703,0.0,0.9957282343368592,0.0066111402369644,0.9709297907448092,0.0,0.0105777054515866
0,Prawo i Sprawiedliwość,ECR,Poland,4,1184.0,1184.0,24,24.0,64.0,0.46153846153846156,67,0.3582089552238806,0.0040307498295198,0.984643897370154,0.0045623024943537,0.7638497070858467,0.0050675675675675,0.0135135135135135
0,Rassemblement national,IDG,France,9,1222.0,1222.0,19,19.0,65.0,0.24050632911392406,65,0.2923076923076923,0.0032733224222585,0.9948646954265375,0.0863407826480154,0.6343747660739297,0.0032733224222585,0.2381342062193126
0,Mouvement Démocrate,REG,France,9,1107.0,1107.0,5,5.0,103.0,0.06329113924050633,107,0.04672897196261682,0.000903342366757,0.9916666666666668,0.0152951102807422,0.9168838647464403,0.000903342366757,0.033423667570009
0,Alternative für Deutschland,IDG,Germany,9,1143.0,1144.0,9,9.0,65.0,0.0891089108910891,65,0.13846153846153847,0.0125843644544431,0.9809955669330668,0.1602895354054701,0.6259482933526676,0.0157480314960629,0.3269230769230769
1,Ökologisch-Demokratische Partei,Greens/EFA,Germany,9,0.0,453.0,2,1.0,71.0,0.019801980198019802,74,0.02702702702702703,,1.0,0.3432680666000671,0.9712523651447508,,0.3642384105960264
1,Partidul Naţional Liberal,EPP,Romania,3,1223.0,1223.0,11,10.0,177.0,0.3055555555555556,183,0.060109289617486336,0.0191639411283728,0.9825833235992678,0.0233616416930437,0.9239963923940332,0.0204415372035977,0.0343417825020441
1,Sozialdemokratische Partei Deutschlands,S&D,Germany,9,1128.0,1128.0,18,16.0,144.0,0.1782178217821782,155,0.11612903225806452,0.0054077128545213,0.973788307215834,0.014298396334592,0.9649826645026852,0.0106382978723404,0.0221631205673758
0,Sozialdemokratische Partei Deutschlands,S&D,Germany,9,1203.0,1203.0,18,16.0,144.0,0.1782178217821782,155,0.11612903225806452,0.0073917769678368,0.9735087318472604,0.0205749566966128,0.9652797261889496,0.0133000831255195,0.0299251870324189
1,Partidul Naţional Liberal,EPP,Romania,3,1122.0,1122.0,11,10.0,177.0,0.3055555555555556,183,0.060109289617486336,0.0037693107546048,0.984715325524149,0.0107430095074689,0.927783896762317,0.0044563279857397,0.016934046345811
1,Bündnis 90/Die Grünen,Greens/EFA,Germany,9,1123.0,1123.0,22,21.0,71.0,0.21782178217821782,74,0.2972972972972973,0.0095966904125853,0.992310245324169,0.0091228408885133,0.9725022516941954,0.0106856634016028,0.0115761353517364
0,Vox,ECR,Spain,7,1156.0,1156.0,4,4.0,64.0,0.06666666666666667,67,0.05970149253731343,0.0025951557093425,0.9900519031141868,0.1806500344625882,0.7617077125069307,0.0025951557093425,0.2958477508650519
1,Platforma Obywatelska,EPP,Poland,4,1051.0,1051.0,11,11.0,177.0,0.21153846153846154,183,0.060109289617486336,0.0136378052648271,0.9734273892932314,0.0092722934955257,0.9187111668509697,0.0190294957183634,0.0161750713606089
0,Azione,REG,Italy,9,0.0,1195.0,1,,103.0,0.01282051282051282,107,0.009345794392523364,,,0.0261600954348287,0.919789848912589,,0.0401673640167364
0,Lega,IDG,Italy,9,1241.0,1241.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.001138632939775,0.990855458685614,0.0565776700845054,0.637403821014477,0.0016116035455278,0.1603545527800161
0,Ciudadanos – Partido de la Ciudadanía,REG,Spain,7,1217.0,1217.0,6,6.0,103.0,0.1,107,0.056074766355140186,0.0062448644207066,0.990078060805259,0.0132765187613855,0.9196588675483908,0.0082169268693508,0.0295809367296631
0,Liste Renaissance,REG,France,9,1169.0,1169.0,10,10.0,103.0,0.12658227848101267,107,0.09345794392523364,0.0053036783575705,0.9819773717870384,0.0203679643359795,0.9199397292777808,0.0076988879384088,0.039349871685201
0,Europe Écologie,Greens/EFA,France,9,1145.0,1145.0,12,12.0,71.0,0.1518987341772152,74,0.16216216216216217,0.0102977371973005,0.985862114595739,0.0208875106456814,0.971288202345884,0.0148471615720524,0.0279475982532751
0,Forza Italia,EPP,Italy,9,1233.0,1233.0,10,10.0,177.0,0.1282051282051282,183,0.0546448087431694,0.1439911366006256,0.8066779631560653,0.2426826366292591,0.9235105149290026,0.2376317923763179,0.2830494728304947
0,Partido Socialista,S&D,Portugal,7,1221.0,1222.0,10,9.0,144.0,0.43478260869565216,155,0.06451612903225806,0.0034807534807534,0.993814784506274,0.0031945094899878,0.9646019215789224,0.004095004095004,0.0049099836333878
0,Partido Social Democrata,EPP,Portugal,7,1232.0,1232.0,6,6.0,177.0,0.2608695652173913,183,0.03278688524590164,0.0047280844155844,0.991010551948052,0.0125446701190423,0.9228214240258136,0.0064935064935064,0.023538961038961
1,Partit Nazzjonalista,EPP,Malta,4,981.0,1201.0,2,2.0,177.0,0.2857142857142857,183,0.01092896174863388,0.0,0.9981265611990008,0.0308559023486917,0.9232998510040418,0.0,0.0524562864279766
0,Lega,IDG,Italy,9,1181.0,1181.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.0059504406060382,0.9908167350871364,0.0616200989921338,0.6341628011539467,0.0076206604572396,0.170194750211685
1,Christlich Demokratische Union Deutschlands,EPP,Germany,9,1196.0,1196.0,24,23.0,177.0,0.2376237623762376,183,0.13114754098360656,0.0021093037397385,0.9845056968933878,0.0065411641854103,0.9250726389498586,0.0033444816053511,0.0125418060200668
1,Partido Popular,EPP,Spain,7,1135.0,1135.0,13,13.0,177.0,0.21666666666666667,183,0.07103825136612021,0.0063993458817247,0.9837406939609584,0.0196525953603917,0.9260336732359642,0.0088105726872246,0.0325991189427312
0,Bündnis 90/Die Grünen,Greens/EFA,Germany,9,1161.0,1161.0,22,21.0,71.0,0.21782178217821782,74,0.2972972972972973,0.0023740310077519,0.9922399286029376,0.002395946811381,0.9705274742057544,0.0025839793281653,0.0034453057708871
0,Lega,IDG,Italy,9,1190.0,1190.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.0045780138558439,0.9913987476621604,0.0596864782908093,0.6343671073544427,0.0050420168067226,0.1655462184873949
0,Partido Socialista,S&D,Portugal,7,1236.0,1236.0,10,9.0,144.0,0.43478260869565216,155,0.06451612903225806,0.00146642394822,0.9934803128371092,0.0014938530318475,0.9633969029352702,0.0016181229773462,0.0024271844660194
0,Mouvement Démocrate,REG,France,9,1221.0,1221.0,5,5.0,103.0,0.06329113924050633,107,0.04672897196261682,0.0057330057330057,0.9923423423423422,0.0178571189739647,0.9212291028140832,0.0057330057330057,0.036036036036036
0,Partij van de Arbeid,S&D,Netherlands,9,1222.0,1222.0,7,6.0,144.0,0.21212121212121213,155,0.04516129032258064,0.0024549918166939,0.9953764320785596,0.0139315893004176,0.9643431793732864,0.0024549918166939,0.0204582651391162
0,La France Insoumise,The Left,France,9,1234.0,1235.0,5,5.0,39.0,0.06329113924050633,40,0.125,0.0071920583468395,0.9704453441295546,0.052770500738771,0.8107128953710141,0.0081037277147487,0.1101214574898785
1,Ano 2011,REG,Czech Republic,4,1244.0,1244.0,5,5.0,103.0,0.23809523809523808,107,0.04672897196261682,0.0024115755627009,0.9868167202572348,0.1065889628162502,0.919949198076602,0.0024115755627009,0.1495176848874598
0,Mouvement Réformateur,REG,Belgium,9,1215.0,1248.0,2,2.0,103.0,0.08695652173913043,107,0.018691588785046728,0.0,0.9933894230769232,0.0079177203082437,0.9198084414512032,0.0,0.0208333333333333
1,Partito Democratico,S&D,Italy,9,1216.0,1216.0,18,16.0,144.0,0.23076923076923078,155,0.11612903225806452,0.0003900978407557,0.9849067000023004,0.006206581901872,0.9649635122503676,0.0016447368421052,0.0090460526315789
0,"Venstre, Danmarks Liberale Parti",REG,Denmark,9,1204.0,1204.0,4,4.0,103.0,0.26666666666666666,107,0.037383177570093455,0.0024916943521594,0.9886835548172758,0.0874293794756764,0.9240468966131477,0.0024916943521594,0.1237541528239202
1,Democratic Rally,EPP,Cyprus,4,1221.0,1236.0,2,2.0,177.0,0.3333333333333333,183,0.01092896174863388,0.0,0.9908980582524272,0.0345323678105952,0.9228881517534472,0.0,0.0614886731391585
0,Sojusz Lewicy Demokratycznej - Unia Pracy,S&D,Poland,4,0.0,1214.0,1,,144.0,0.019230769230769232,155,0.0064516129032258064,,,0.009051776738387,0.9636213068577744,,0.0123558484349258
1,Lega,IDG,Italy,9,1152.0,1152.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.0031514190821256,0.991055247496314,0.0595001268812956,0.6336256010676996,0.0043402777777777,0.1657986111111111
0,Uniunea Salvați România,REG,Romania,3,1175.0,1175.0,9,8.0,103.0,0.25,107,0.08411214953271028,0.0073556231003039,0.9883708206686932,0.0044861760796561,0.9191319799650056,0.0085106382978723,0.011063829787234
0,Partidul Social Democrat,S&D,Romania,3,1177.0,1177.0,8,8.0,144.0,0.2222222222222222,155,0.05161290322580645,0.0192377715742201,0.9818257676902536,0.019166291702232,0.963229252515422,0.0203908241291418,0.0229396771452846
0,SMER-Sociálna demokracia,S&D,Slovakia,4,927.0,947.0,2,2.0,144.0,0.14285714285714285,155,0.012903225806451613,0.0,0.9643611404435058,0.0448048075347624,0.9646088705670652,0.0,0.0506863780359028
0,Les centristes,EPP,France,9,0.0,1218.0,1,,177.0,0.012658227848101266,183,0.00546448087431694,,,0.0883731198542198,0.9224267881337282,,0.125615763546798
0,Lega,IDG,Italy,9,1243.0,1243.0,24,24.0,65.0,0.3076923076923077,65,0.36923076923076925,0.002273601734933,0.9910511860248165,0.0585715855484924,0.6375031934599555,0.0032180209171359,0.162510056315366
0,Europe Écologie,Greens/EFA,France,9,1214.0,1214.0,12,12.0,71.0,0.1518987341772152,74,0.16216216216216217,0.0077429983525535,0.9851889838607302,0.016202328600897,0.9710569739678472,0.0082372322899505,0.0222405271828665
