vote_id,title,policy,final_vote
44,Mobilisation of the European Globalisation Adjustment Fund : application EGF/2012/010 RO/MECHEL - Romania,Budget,True
45,Mobilisation of the European Globalisation Adjustment Fund : application EGF/2014/003 ES/Aragón food and beverage - Spain,Budget,True
46,Mobilisation of the European Globalisation Adjustment Fund : application EGF/2014/002 NL/Gelderland-Overijssel construction – The Netherlands,Budget,True
47,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/010 ES/Castilla y León - Spain,Budget,True
48,Situation in Ukraine and state of play of EU-Russia relations,Foreign & security policy,False
49,Situation in Ukraine and state of play of EU-Russia relations,Foreign & security policy,False
50,Situation in Ukraine and state of play of EU-Russia relations,Foreign & security policy,False
51,Situation in Ukraine and state of play of EU-Russia relations,Foreign & security policy,False
52,Situation in Ukraine and state of play of EU-Russia relations,Foreign & security policy,False
53,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
54,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
55,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
56,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
57,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
58,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
59,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
60,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
61,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
62,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
63,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
64,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
65,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
66,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
67,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,False
68,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,Foreign & security policy,True
69,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
70,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
71,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
72,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
73,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
74,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
75,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
76,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
77,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
78,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
79,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
80,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,False
81,Israel-Palestine after the Gaza war and the role of the EU,Foreign & security policy,True
82,Commission Delegated Regulation: Reinstatement of market access for Fiji (request by GUE/NGL and Greens/EFA groups to reject Commission delegated act),International trade,True
83,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/004 ES/Comunidad Valenciana metal,Budget,True
84,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/012 BE/Ford Genk,Budget,True
85,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/002 BE/Carsid,Budget,True
86,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/006 FR/PSA,Budget,True
87,Election of the Commission,Constitutional and inter-institutional affairs,True
88,Draft amending budget No 2/2014 - surplus resulting from the implementation of the budget year 2013,Budget,True
89,Draft general budget of the European Union - 2015 financial year,Budget,False
90,Draft general budget of the European Union - 2015 financial year,Budget,False
91,Draft general budget of the European Union - 2015 financial year,Budget,False
92,Draft general budget of the European Union - 2015 financial year,Budget,False
93,Draft general budget of the European Union - 2015 financial year,Budget,False
94,Draft general budget of the European Union - 2015 financial year,Budget,False
95,Draft general budget of the European Union - 2015 financial year,Budget,False
96,Draft general budget of the European Union - 2015 financial year,Budget,False
97,Draft general budget of the European Union - 2015 financial year,Budget,False
98,Draft general budget of the European Union - 2015 financial year,Budget,False
99,Draft general budget of the European Union - 2015 financial year,Budget,False
100,Draft general budget of the European Union - 2015 financial year,Budget,False
101,Draft general budget of the European Union - 2015 financial year,Budget,False
102,Draft general budget of the European Union - 2015 financial year,Budget,False
103,Draft general budget of the European Union - 2015 financial year,Budget,False
104,Draft general budget of the European Union - 2015 financial year,Budget,False
105,General budget of the European Union for the financial year 2015 - all sections,Budget,False
106,General budget of the European Union for the financial year 2015 - all sections,Budget,False
107,General budget of the European Union for the financial year 2015 - all sections,Budget,False
108,General budget of the European Union for the financial year 2015 - all sections,Budget,False
109,General budget of the European Union for the financial year 2015 - all sections,Budget,False
110,General budget of the European Union for the financial year 2015 - all sections,Budget,False
111,General budget of the European Union for the financial year 2015 - all sections,Budget,False
112,General budget of the European Union for the financial year 2015 - all sections,Budget,False
113,General budget of the European Union for the financial year 2015 - all sections,Budget,False
114,General budget of the European Union for the financial year 2015 - all sections,Budget,False
115,General budget of the European Union for the financial year 2015 - all sections,Budget,False
116,General budget of the European Union for the financial year 2015 - all sections,Budget,False
117,General budget of the European Union for the financial year 2015 - all sections,Budget,False
118,General budget of the European Union for the financial year 2015 - all sections,Budget,False
119,General budget of the European Union for the financial year 2015 - all sections,Budget,False
120,General budget of the European Union for the financial year 2015 - all sections,Budget,False
121,General budget of the European Union for the financial year 2015 - all sections,Budget,False
122,General budget of the European Union for the financial year 2015 - all sections,Budget,False
123,General budget of the European Union for the financial year 2015 - all sections,Budget,False
124,General budget of the European Union for the financial year 2015 - all sections,Budget,False
125,General budget of the European Union for the financial year 2015 - all sections,Budget,False
126,General budget of the European Union for the financial year 2015 - all sections,Budget,False
127,General budget of the European Union for the financial year 2015 - all sections,Budget,False
128,General budget of the European Union for the financial year 2015 - all sections,Budget,False
129,General budget of the European Union for the financial year 2015 - all sections,Budget,False
130,General budget of the European Union for the financial year 2015 - all sections,Budget,False
131,General budget of the European Union for the financial year 2015 - all sections,Budget,True
132,Protocol to the EU-Republic of Korea Free Trade Agreement to take account of Croatia's accession to the EU,International trade,True
133,European Semester for economic policy coordination: implementation of 2014 priorities,Economic & monetary affairs,False
134,European Semester for economic policy coordination: implementation of 2014 priorities,Economic & monetary affairs,True
135,Closing down of Memorial (Sakharov Prize 2009) in Russia,Foreign & security policy,True
136,Human rights in Uzbekistan,Foreign & security policy,False
137,Disappearance of 43 teaching students in Mexico,Foreign & security policy,True
138,Customs duties on goods originating in Ukraine,International trade,True
139,2012 discharge: Body of European Regulators for Electronic Communications,Budgetary control,True
140,2012 discharge: European Council and Council,Budgetary control,True
141,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/007 IE/Andersen Ireland,Budget,True
142,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/009 EL/Sprider Stores,Budget,True
143,Association agreement between the European Union and the Republic of Moldova,Foreign & security policy,True
144,Conclusion of an Association agreement between the European Union and the Republic of Moldova,Foreign & security policy,True
145,Humanitarian situation in South Sudan,Foreign & security policy,False
146,Turkish actions creating tensions in the exclusive economic zone of Cyprus,Foreign & security policy,False
147,The EU and the global development framework after 2015,Development,False
148,The EU and the global development framework after 2015,Development,False
149,The EU and the global development framework after 2015,Development,False
150,The EU and the global development framework after 2015,Development,False
151,The EU and the global development framework after 2015,Development,False
152,The EU and the global development framework after 2015,Development,False
153,The EU and the global development framework after 2015,Development,False
154,The EU and the global development framework after 2015,Development,True
155,Protocol on matters specific to railway rolling stock,Legal affairs,True
156,Hague Convention of 30 June 2005 on choice of Court agreements,Legal affairs,True
157,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/008 FI/STX Rauma,Budget,True
158,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/005 FR/GAD,Budget,True
159,Employment and social aspects of the EU2020 strategy,Employment & social affairs,False
160,Employment and social aspects of the EU2020 strategy,Employment & social affairs,False
161,Employment and social aspects of the EU2020 strategy,Employment & social affairs,False
162,Employment and social aspects of the EU2020 strategy,Employment & social affairs,False
163,Employment and social aspects of the EU2020 strategy,Employment & social affairs,False
164,Employment and social aspects of the EU2020 strategy,Employment & social affairs,False
165,Employment and social aspects of the EU2020 strategy,Employment & social affairs,False
166,Opinion of the Court of Justice - EU/Canada agreement on the transfer and processing of Passenger Name Record (PNR) data,Foreign & security policy,True
167,Collection of statistical information by the European Central Bank,Economic & monetary affairs,True
168,The powers of the European Central Bank to impose sanctions,Economic & monetary affairs,True
169,Delays in the start-up of cohesion policy for 2014-2020,Regional development,True
170,Decision to raise no objections to the Commission delegated regulation on the provisional system of instalments on contributions to cover the administrative expenditures of the Single Resolution Board,Economic & monetary affairs,True
171,Iraq: kidnapping and mistreatment of women,Foreign & security policy,False
172,Iraq: kidnapping and mistreatment of women,Foreign & security policy,False
173,Iraq: kidnapping and mistreatment of women,Foreign & security policy,False
174,Iraq: kidnapping and mistreatment of women,Foreign & security policy,False
175,Iraq: kidnapping and mistreatment of women,Foreign & security policy,False
176,Commission's impact assessment guidelines,Constitutional and inter-institutional affairs,False
177,Commission's impact assessment guidelines,Constitutional and inter-institutional affairs,False
178,Commission's impact assessment guidelines,Constitutional and inter-institutional affairs,False
179,Commission's impact assessment guidelines,Constitutional and inter-institutional affairs,False
180,Commission's impact assessment guidelines,"Industry, research & energy",False
181,Commission's impact assessment guidelines,"Industry, research & energy",False
182,Commission's impact assessment guidelines,"Industry, research & energy",False
183,Commission's impact assessment guidelines,"Industry, research & energy",False
184,Commission's impact assessment guidelines,"Industry, research & energy",True
185,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
186,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
187,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
188,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
189,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
190,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
191,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
192,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
193,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
194,25th anniversary of the UN Convention on the Rights of the Child,"Civil liberties, justice & home affairs",False
195,Motion of censure on the Commission,Constitutional and inter-institutional affairs,True
196,Child malnutrition in developing countries,Development,False
197,Child malnutrition in developing countries,Development,False
198,Child malnutrition in developing countries,Development,True
199,Digital single market,Internal market & consumer protection,False
200,Digital single market,Internal market & consumer protection,False
201,Digital single market,Internal market & consumer protection,False
202,Digital single market,Internal market & consumer protection,False
203,Digital single market,Internal market & consumer protection,False
204,Digital single market,Internal market & consumer protection,False
205,Digital single market,Internal market & consumer protection,False
206,Digital single market,Internal market & consumer protection,False
207,Digital single market,Internal market & consumer protection,False
208,Digital single market,Internal market & consumer protection,False
209,Digital single market,Internal market & consumer protection,False
210,Digital single market,Internal market & consumer protection,False
211,Digital single market,Internal market & consumer protection,False
212,Digital single market,Internal market & consumer protection,False
213,Digital single market,Internal market & consumer protection,False
214,Digital single market,Internal market & consumer protection,False
215,Digital single market,Internal market & consumer protection,False
216,Digital single market,Internal market & consumer protection,False
217,Digital single market,Internal market & consumer protection,True
218,Scientific examination of questions relating to food,Environment & public health,True
219,Convention on International Trade in Endangered Species (CITES),Environment & public health,True
220,Cooperation agreement on a civil Global Navigation Satellite System (GNSS) with Morocco,"Industry, research & energy",True
221,Renewal of the Agreement on cooperation in science and technology with Ukraine,"Industry, research & energy",True
222,Participation of Croatia in the European Economic Area,International trade,True
223,Dock dues in the French outermost regions,Regional development,True
224,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/010 IT/Whirlpool,Budget,True
225,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/006 PL/Fiat Auto Poland S.A.,Budget,True
226,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/013 EL/Odyssefs Fokas,Budget,True
227,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/014 FR/Air France,Budget,True
228,Autonomous trade preferences for the Republic of Moldova,International trade,True
229,Tariff treatment for goods originating from Ecuador,International trade,True
230,Mobilisation of the Contingency Margin in 2014,Budget,True
231,"Draft amending budget No 3/2014: Revenue from fines, interest payments, reimbursements and repayments – Payment appropriations – Establishment plans of the Commission, the Committee of the Regions and the European Data Protection Supervisor",Budget,True
232,"Draft amending budget No 4/2014: Traditional own resources (TOR), VAT and Gross National Income (GNI) bases",Budget,True
233,Mobilisation of the EU Solidarity Fund: Floods in Italy - Earthquakes in Greece - Ice in Slovenia - Ice and floods in Croatia,Budget,True
234,Draft amending budget No 5/2014: Floods in Italy (Sardinia) in 2013 - Earthquakes in Greece - Ice in Slovenia - Ice followed by floods in Croatia in 2014,Budget,True
235,"Draft amending budget No 6/2014: Revision of the forecast of traditional own resources, VAT and GNI contributions",Budget,True
236,"Mobilisation of the EU Solidarity Fund: Floods in Serbia, Croatia and Bulgaria",Budget,True
237,"Draft amending budget No 7/2014: Floods in Serbia, Croatia and Bulgaria",Budget,True
238,Draft amending budget No 8/2014: Surplus resulting from the implementation of the budget year 2013,Budget,True
239,Union own resources – adjustment of Member States' national contributions,Budget,True
240,Mobilisation of the EU Solidarity Fund: Regions affected by disasters,Budget,True
241,Mobilisation of the Flexibility Instrument – financing of the Cypriot Structural Funds programmes,Budget,True
242,New draft general budget of the European Union - 2015 financial year,Budget,False
243,New draft general budget of the European Union - 2015 financial year,Budget,False
244,New draft general budget of the European Union - 2015 financial year,Budget,False
245,New draft general budget of the European Union - 2015 financial year,Budget,False
246,New draft general budget of the European Union - 2015 financial year,Budget,False
247,New draft general budget of the European Union - 2015 financial year,Budget,False
248,New general budget of the European Union for the financial year 2015,Budget,False
249,New general budget of the European Union for the financial year 2015,Budget,False
250,New general budget of the European Union for the financial year 2015,Budget,False
251,New general budget of the European Union for the financial year 2015,Budget,False
252,New general budget of the European Union for the financial year 2015,Budget,False
253,New general budget of the European Union for the financial year 2015,Budget,False
254,"Classification of serious infringements of the Union Rules, which may lead to the loss of good repute by the road transport operator",Transport & tourism,False
255,"Classification of serious infringements of the Union Rules, which may lead to the loss of good repute by the road transport operator",Transport & tourism,False
256,"Classification of serious infringements of the Union Rules, which may lead to the loss of good repute by the road transport operator",Transport & tourism,False
257,Quality of petrol and diesel fuels,Environment & public health,True
258,Commission Delegated Regulation (EU) establishing a discard plan in the Baltic Sea,Foreign & security policy,True
259,Taking-up and pursuit of the business of Insurance and Reinsurance (Solvency II),Internal market & consumer protection,True
260,Recognition of Palestine statehood,Foreign & security policy,True
261,Steel sector in the EU: protecting workers and industries,"Industry, research & energy",False
262,Steel sector in the EU: protecting workers and industries,"Industry, research & energy",False
263,Steel sector in the EU: protecting workers and industries,"Industry, research & energy",False
264,Steel sector in the EU: protecting workers and industries,"Industry, research & energy",False
265,Steel sector in the EU: protecting workers and industries,"Industry, research & energy",False
266,Steel sector in the EU: protecting workers and industries,"Industry, research & energy",False
267,Steel sector in the EU: protecting workers and industries,"Industry, research & energy",False
268,Steel sector in the EU: protecting workers and industries,"Industry, research & energy",False
269,Situation in the Mediterranean and the need for a holistic EU approach to migration,"Civil liberties, justice & home affairs",False
270,Persecution of the democratic opposition in Venezuela,Foreign & security policy,False
271,Persecution of the democratic opposition in Venezuela,Foreign & security policy,False
272,Persecution of the democratic opposition in Venezuela,Foreign & security policy,False
273,Persecution of the democratic opposition in Venezuela,Foreign & security policy,False
274,Persecution of the democratic opposition in Venezuela,Foreign & security policy,False
275,Persecution of the democratic opposition in Venezuela,Foreign & security policy,False
276,Persecution of the democratic opposition in Venezuela,Foreign & security policy,False
277,Persecution of the democratic opposition in Venezuela,Foreign & security policy,True
278,Sudan: the case of Dr Amin Mekki Medani,Foreign & security policy,True
279,Applying a scheme of generalised tariff preferences,Budget,True
280,Resolution financing agreements,Economic & monetary affairs,True
281,Conclusion of the Association agreement with Georgia,Foreign & security policy,True
282,Association Agreement with Georgia,Foreign & security policy,True
283,Fisheries Partnership Agreement between the EU and São Tomé and Príncipe: fishing opportunities and financial contribution,Fisheries,True
284,EU-Seychelles Agreement on access for fishing vessels to waters of Mayotte,Fisheries,True
285,"Protocol to the Euro-Mediterranean Agreement between the EC and Tunisia, to take account of the accession of Bulgaria and Romania to the EU",Foreign & security policy,True
286,Possibility for the Member States to restrict or prohibit the cultivation of GMOs,Environment & public health,False
287,Provisions for fishing in the GFCM (General Fisheries Commission for the Mediterranean) Agreement area,Fisheries,True
288,Ombudsman's annual report 2013,Petitions,False
289,Ombudsman's annual report 2013,Petitions,False
290,Ombudsman's annual report 2013,Petitions,False
291,Ombudsman's annual report 2013,Petitions,False
292,Ombudsman's annual report 2013,Petitions,False
293,Ombudsman's annual report 2013,Petitions,False
294,Ombudsman's annual report 2013,Petitions,True
295,Situation in Libya,Foreign & security policy,False
296,Situation in Libya,Foreign & security policy,False
297,Situation in Libya,Foreign & security policy,False
298,Situation in Libya,Foreign & security policy,False
299,Situation in Ukraine,Foreign & security policy,False
300,Situation in Ukraine,Foreign & security policy,False
301,Situation in Ukraine,Foreign & security policy,False
302,Situation in Ukraine,Foreign & security policy,False
303,Situation in Ukraine,Foreign & security policy,False
304,Situation in Ukraine,Foreign & security policy,False
305,Situation in Ukraine,Foreign & security policy,False
306,Situation in Ukraine,Foreign & security policy,False
307,Situation in Ukraine,Foreign & security policy,False
308,Situation in Ukraine,Foreign & security policy,False
309,Situation in Ukraine,Foreign & security policy,False
310,Situation in Ukraine,Foreign & security policy,False
311,Situation in Egypt,Foreign & security policy,False
312,Situation in Egypt,Foreign & security policy,False
313,Situation in Egypt,Foreign & security policy,False
314,Situation in Egypt,Foreign & security policy,False
315,Commission work programme 2015-Resolution by the Greens/EFA,Constitutional and inter-institutional affairs,False
316,Commission work programme 2015-Resolution by the Greens/EFA,Constitutional and inter-institutional affairs,False
317,Commission work programme 2015-Resolution by the Greens/EFA,Constitutional and inter-institutional affairs,True
318,Commission work programme 2015-Resolution by the ALDE,Constitutional and inter-institutional affairs,False
319,Commission work programme 2015-Resolution by the ALDE,Constitutional and inter-institutional affairs,True
320,Commission work programme 2015-Resolution by the S&D,Constitutional and inter-institutional affairs,False
321,Commission work programme 2015-Resolution by the S&D,Constitutional and inter-institutional affairs,False
322,Commission work programme 2015-Resolution by the S&D,Constitutional and inter-institutional affairs,False
323,Commission work programme 2015-Resolution by the S&D,Constitutional and inter-institutional affairs,False
324,Commission work programme 2015-Resolution by the S&D,Constitutional and inter-institutional affairs,False
325,Commission work programme 2015-Resolution by the S&D,Constitutional and inter-institutional affairs,False
326,Commission work programme 2015-Resolution by the S&D,Constitutional and inter-institutional affairs,True
327,Commission work programme 2015-Resolution by the EFDD,Constitutional and inter-institutional affairs,True
328,"Freedom of expression in Turkey: Recent arrests of journalists, media executives and systematic pressure against media",Foreign & security policy,False
329,Safeguard measures provided for in the Agreement with Iceland,Legal affairs,True
330,Measures concerning anti-dumping and anti-subsidy matters,Legal affairs,True
331,Combined effect of anti-dumping and anti-subsidy measures with safeguard measures,Legal affairs,True
332,Common rules for imports,Legal affairs,True
333,Common rules for exports,Legal affairs,True
334,Accession of Gabon to the 1980 Hague Convention on the Civil Aspects of International Child Abduction,Legal affairs,True
335,Accession of Andorra to the 1980 Hague Convention on the Civil Aspects of International Child Abduction,Legal affairs,True
336,Accession of the Seychelles to the 1980 Hague Convention on the Civil Aspects of International Child Abduction,Legal affairs,True
337,Accession of Russia to the 1980 Hague Convention on the Civil Aspects of International Child Abduction,Legal affairs,True
338,Accession of Albania to the 1980 Hague Convention on the Civil Aspects of International Child Abduction,Legal affairs,True
339,Accession of Singapore to the 1980 Hague Convention on the Civil Aspects of International Child Abduction,Legal affairs,True
340,Accession of Morocco to the 1980 Hague Convention on the Civil Aspects of International Child Abduction,Legal affairs,True
341,Accession of Armenia to the 1980 Hague Convention on the Civil Aspects of International Child Abduction,Legal affairs,True
342,Verification of credentials,Legal affairs,True
343,Cross-border exchange of information on road safety related traffic offences,Transport & tourism,True
344,Sustainable Fisheries Partnership Agreement between the EU and Senegal,Fisheries,True
345,US Senate report on the use of torture by the CIA,Foreign & security policy,False
346,US Senate report on the use of torture by the CIA,Foreign & security policy,False
347,US Senate report on the use of torture by the CIA,Foreign & security policy,False
348,US Senate report on the use of torture by the CIA,Foreign & security policy,False
349,US Senate report on the use of torture by the CIA,Foreign & security policy,True
350,Anti-terrorism measures,Foreign & security policy,False
351,Anti-terrorism measures,Foreign & security policy,False
352,Anti-terrorism measures,Foreign & security policy,False
353,Anti-terrorism measures,Foreign & security policy,True
354,Renewal of the mandate of the Internet Governance Forum,"Industry, research & energy",False
355,Country of origin labelling for meat in processed foods,Environment & public health,False
356,Country of origin labelling for meat in processed foods,Environment & public health,False
357,Country of origin labelling for meat in processed foods,Environment & public health,False
358,Country of origin labelling for meat in processed foods,Environment & public health,False
359,Country of origin labelling for meat in processed foods,Environment & public health,False
360,Country of origin labelling for meat in processed foods,Environment & public health,False
361,Country of origin labelling for meat in processed foods,Environment & public health,False
362,Country of origin labelling for meat in processed foods,Environment & public health,False
363,Country of origin labelling for meat in processed foods,Environment & public health,False
364,Country of origin labelling for meat in processed foods,Environment & public health,False
365,Country of origin labelling for meat in processed foods,Environment & public health,False
366,Country of origin labelling for meat in processed foods,Environment & public health,False
367,Country of origin labelling for meat in processed foods,Environment & public health,False
368,Country of origin labelling for meat in processed foods,Environment & public health,False
369,Country of origin labelling for meat in processed foods,Environment & public health,True
370,The work of the ACP-EU Joint Parliamentary Assembly,Development,False
371,The work of the ACP-EU Joint Parliamentary Assembly,Development,False
372,The work of the ACP-EU Joint Parliamentary Assembly,Development,True
373,Saudi Arabia: the case of Raif Badawi,Foreign & security policy,True
374,Mass graves of the missing persons of Ashia at Ornithi village in the occupied part of Cyprus,Foreign & security policy,True
375,Setting up a special committee on tax rulings,Constitutional and inter-institutional affairs,False
376,Setting up a special committee on tax rulings,Constitutional and inter-institutional affairs,True
377,"Humanitarian crisis in Iraq and Syria, in particular in the IS context",Foreign & security policy,False
378,"Humanitarian crisis in Iraq and Syria, in particular in the IS context",Foreign & security policy,False
379,"Humanitarian crisis in Iraq and Syria, in particular in the IS context",Foreign & security policy,False
380,Mobilisation of the European Globalisation Adjustment Fund - application EGF/2013/009 PL/Zachem,Budget,True
381,Mobilisation of the European Globalisation Adjustment Fund - application EGF/2014/014 DE/Aleo Solar,Budget,True
382,Mobilisation of the European Globalisation Adjustment Fund - application EGF/2013/007 BE/Hainaut Steel (Duferco-NLMK),Budget,True
383,Mobilisation of the European Globalisation Adjustment Fund - application EGF/2014/012 BE/ArcelorMittal,Budget,True
384,Mobilisation of the European Globalisation Adjustment Fund - application EGF/2014/011 BE/Caterpillar,Budget,True
385,European long-term investment funds,Economic & monetary affairs,True
386,Interchange fees for card-based payment transactions,Economic & monetary affairs,True
387,Mobilisation of the European Globalisation Adjustment Fund - application EGF/2013/011 BE/Saint-Gobain Sekurit,Budget,True
388,Progress on equality between women and men in the EU in 2013,Gender equality,False
389,Progress on equality between women and men in the EU in 2013,Gender equality,False
390,Progress on equality between women and men in the EU in 2013,Gender equality,False
391,Progress on equality between women and men in the EU in 2013,Gender equality,False
392,Progress on equality between women and men in the EU in 2013,Gender equality,False
393,Progress on equality between women and men in the EU in 2013,Gender equality,False
394,Progress on equality between women and men in the EU in 2013,Gender equality,False
395,Progress on equality between women and men in the EU in 2013,Gender equality,False
396,Progress on equality between women and men in the EU in 2013,Gender equality,False
397,Progress on equality between women and men in the EU in 2013,Gender equality,False
398,Progress on equality between women and men in the EU in 2013,Gender equality,False
399,Progress on equality between women and men in the EU in 2013,Gender equality,False
400,Progress on equality between women and men in the EU in 2013,Gender equality,False
401,Progress on equality between women and men in the EU in 2013,Gender equality,False
402,Progress on equality between women and men in the EU in 2013,Gender equality,False
403,Progress on equality between women and men in the EU in 2013,Gender equality,False
404,Progress on equality between women and men in the EU in 2013,Gender equality,False
405,Progress on equality between women and men in the EU in 2013,Gender equality,False
406,Progress on equality between women and men in the EU in 2013,Gender equality,False
407,Progress on equality between women and men in the EU in 2013,Gender equality,False
408,Progress on equality between women and men in the EU in 2013,Gender equality,False
409,Progress on equality between women and men in the EU in 2013,Gender equality,False
410,Progress on equality between women and men in the EU in 2013,Gender equality,False
411,Progress on equality between women and men in the EU in 2013,Gender equality,False
412,Progress on equality between women and men in the EU in 2013,Gender equality,False
413,Progress on equality between women and men in the EU in 2013,Gender equality,False
