vote_id,title,policy,final_vote
32,Importance of European remembrance for the future of Europe,Culture & education,False
33,Importance of European remembrance for the future of Europe,Culture & education,True
34,State of implementation of anti-money laundering legislation,Economic & monetary affairs,False
35,State of implementation of anti-money laundering legislation,Economic & monetary affairs,False
36,State of implementation of anti-money laundering legislation,Economic & monetary affairs,False
37,State of implementation of anti-money laundering legislation,Economic & monetary affairs,False
38,State of implementation of anti-money laundering legislation,Economic & monetary affairs,True
39,Changes to the agenda - request by GUE/NGL and Greens/EFA,Constitutional and inter-institutional affairs,True
40,Changes to the agenda - request by EPP,Environment & public health,True
41,Eurojust and Serbia Cooperation Agreement,"Civil liberties, justice & home affairs",True
42,Draft Amending budget No 4/2019: reduction of commitment and payment appropriations in line with updated needs of expenditure and update of revenue (own resources),Budget,False
43,Draft Amending budget No 4/2019: reduction of commitment and payment appropriations in line with updated needs of expenditure and update of revenue (own resources),Budget,True
44,"Adjustments to the amounts mobilised from the Flexibility Instrument for 2019 to be used for migration, refugee inflows and security threats",Budget,True
45,"Objection pursuant to Rule 112: Active substances, including flumioxazine",Environment & public health,True
46,"Objection pursuant to Rule 112: Active substances, including chlorotoluron",Environment & public health,True
47,Objection pursuant to Rule 112: Genetically modified maize MZHG0JG (SYN-ØØØJG-2),Environment & public health,True
48,Objection pursuant to Rule 112: Genetically modified soybean A2704-12 (ACS-GMØØ5-3),Environment & public health,True
49,"Objection pursuant to Rule 112: Genetically modified maize MON 89034 × 1507 × MON 88017 × 59122 × DAS-40278-9 and genetically modified maize combining two, three or four of the single events MON 89034, 1507, MON 88017, 59122 and DAS-40278-9",Environment & public health,True
50,Foreign electoral interference and disinformation in national and European democratic processes,Foreign & security policy,False
51,Foreign electoral interference and disinformation in national and European democratic processes,Foreign & security policy,False
52,Foreign electoral interference and disinformation in national and European democratic processes,Foreign & security policy,False
53,Foreign electoral interference and disinformation in national and European democratic processes,Foreign & security policy,False
54,Foreign electoral interference and disinformation in national and European democratic processes,Foreign & security policy,False
55,Foreign electoral interference and disinformation in national and European democratic processes,Foreign & security policy,False
56,Foreign electoral interference and disinformation in national and European democratic processes,Foreign & security policy,True
57,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
58,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
59,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
60,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
61,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
62,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
63,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
64,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
65,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
66,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
67,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
68,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
69,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
70,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
71,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
72,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,False
73,Multiannual Financial Framework 2021-2027 and own resources: time to meet citizens' expectations,Budget,True
74,Employment and social policies of the euro area,Employment & Social Affairs,False
75,Employment and social policies of the euro area,Employment & Social Affairs,False
76,Employment and social policies of the euro area,Employment & Social Affairs,False
77,Employment and social policies of the euro area,Employment & Social Affairs,True
78,Changes to the agenda - request by S&D,Culture & education,True
79,Changes to the agenda - request by EPP,Environment & public health,True
80,Changes to the agenda - request by GUE/NGL,Foreign & security policy,True
81,Changes to the agenda - request by GUE/NGL,Foreign & security policy,True
82,Changes to the agenda - request by ID,Foreign & security policy,True
83,European Globalisation Adjustment Fund (2014-2020),Employment & Social Affairs,True
84,Fishing authorisations for Union fishing vessels in United Kingdom waters and fishing operations of United Kingdom fishing vessels in Union waters,Fisheries,True
85,Implementation and financing of the EU general budget in 2020 in relation to the UK's withdrawal from the EU,Budget,True
86,Periods of application of Regulation (EU) 2019/501 and Regulation (EU) 2019/502,Transport & tourism,True
87,Draft general budget of the European Union for 2020 - all sections,Budget,False
88,Draft general budget of the European Union for 2020 - all sections,Budget,False
89,Draft general budget of the European Union for 2020 - all sections,Budget,False
90,Draft general budget of the European Union for 2020 - all sections,Budget,False
91,Draft general budget of the European Union for 2020 - all sections,Budget,False
92,Draft general budget of the European Union for 2020 - all sections,Budget,False
93,Draft general budget of the European Union for 2020 - all sections,Budget,False
94,Draft general budget of the European Union for 2020 - all sections,Budget,False
95,Draft general budget of the European Union for 2020 - all sections,Budget,False
96,Draft general budget of the European Union for 2020 - all sections,Budget,False
97,Draft general budget of the European Union for 2020 - all sections,Budget,False
98,Draft general budget of the European Union for 2020 - all sections,Budget,False
99,Draft general budget of the European Union for 2020 - all sections,Budget,False
100,Draft general budget of the European Union for 2020 - all sections,Budget,False
101,Draft general budget of the European Union for 2020 - all sections,Budget,False
102,General budget of the European Union for 2020 - all sections,Budget,False
103,General budget of the European Union for 2020 - all sections,Budget,False
104,General budget of the European Union for 2020 - all sections,Budget,False
105,General budget of the European Union for 2020 - all sections,Budget,False
106,General budget of the European Union for 2020 - all sections,Budget,False
107,General budget of the European Union for 2020 - all sections,Budget,
108,General budget of the European Union for 2020 - all sections,Budget,False
109,General budget of the European Union for 2020 - all sections,Budget,False
110,General budget of the European Union for 2020 - all sections,Budget,False
111,General budget of the European Union for 2020 - all sections,Budget,False
112,General budget of the European Union for 2020 - all sections,Budget,False
113,General budget of the European Union for 2020 - all sections,Budget,False
114,General budget of the European Union for 2020 - all sections,Budget,False
115,General budget of the European Union for 2020 - all sections,Budget,False
116,General budget of the European Union for 2020 - all sections,Budget,False
117,General budget of the European Union for 2020 - all sections,Budget,False
118,General budget of the European Union for 2020 - all sections,Budget,False
119,General budget of the European Union for 2020 - all sections,Budget,False
120,General budget of the European Union for 2020 - all sections,Budget,False
121,General budget of the European Union for 2020 - all sections,Budget,False
122,General budget of the European Union for 2020 - all sections,Budget,False
123,General budget of the European Union for 2020 - all sections,Budget,False
124,General budget of the European Union for 2020 - all sections,Budget,False
125,General budget of the European Union for 2020 - all sections,Budget,False
126,General budget of the European Union for 2020 - all sections,Budget,False
127,General budget of the European Union for 2020 - all sections,Budget,False
128,General budget of the European Union for 2020 - all sections,Budget,False
129,General budget of the European Union for 2020 - all sections,Budget,False
130,General budget of the European Union for 2020 - all sections,Budget,False
131,General budget of the European Union for 2020 - all sections,Budget,False
132,General budget of the European Union for 2020 - all sections,Budget,False
133,General budget of the European Union for 2020 - all sections,Budget,False
134,General budget of the European Union for 2020 - all sections,Budget,False
135,General budget of the European Union for 2020 - all sections,Budget,False
136,General budget of the European Union for 2020 - all sections,Budget,False
137,General budget of the European Union for 2020 - all sections,Budget,True
138,Discharge 2017: European Asylum Support Office (EASO),Budgetary control,True
139,Discharge 2017: EU general budget - European Council and Council,Budgetary control,True
140,Objection pursuant to Rule 112: Assessment of the impact of plant protection products on honeybees,Environment & public health,True
141,Situation of LGBTI persons in Uganda,"Civil liberties, justice & home affairs",False
142,Situation of LGBTI persons in Uganda,"Civil liberties, justice & home affairs",True
143,Egypt,Foreign & security policy,False
144,Egypt,Foreign & security policy,False
145,The proposed new Criminal Code of Indonesia,Foreign & security policy,False
146,The proposed new Criminal Code of Indonesia,Foreign & security policy,False
147,The proposed new Criminal Code of Indonesia,Foreign & security policy,False
148,The proposed new Criminal Code of Indonesia,Foreign & security policy,False
149,The proposed new Criminal Code of Indonesia,Foreign & security policy,False
150,Financial assistance to Member States to cover serious financial burden inflicted on them following a UK's withdrawal from the EU without an agreement,Regional development,True
151,Objection pursuant to Rule 112: partially granting an authorisation for a use of chromium trioxide (Cromomed S.A. and others),Environment & public health,True
152,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
153,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
154,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
155,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
156,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
157,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
158,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
159,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
160,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
161,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
162,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
163,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
164,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
165,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
166,Effects of the bankruptcy of Thomas Cook Group,Transport & tourism,False
167,State of play of the disclosure of income tax information by certain undertakings and branches - public country-by-country reporting,Economic & monetary affairs,True
168,The Turkish military operation in northeast Syria and its consequences,Foreign & security policy,False
169,The Turkish military operation in northeast Syria and its consequences,Foreign & security policy,False
170,The Turkish military operation in northeast Syria and its consequences,Foreign & security policy,False
171,The Turkish military operation in northeast Syria and its consequences,Foreign & security policy,False
172,The Turkish military operation in northeast Syria and its consequences,Foreign & security policy,False
173,The Turkish military operation in northeast Syria and its consequences,Foreign & security policy,False
174,The Turkish military operation in northeast Syria and its consequences,Foreign & security policy,False
175,The Turkish military operation in northeast Syria and its consequences,Foreign & security policy,False
176,The Turkish military operation in northeast Syria and its consequences,Foreign & security policy,False
177,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
178,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
179,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
180,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
181,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
182,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
183,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
184,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
185,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
186,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
187,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
188,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
189,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
190,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
191,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
192,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
193,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
194,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
195,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
196,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
197,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
198,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
199,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
200,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
201,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
202,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
203,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
204,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
205,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
206,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
207,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
208,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
209,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
210,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
211,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
212,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
213,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
214,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
215,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
216,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
217,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
218,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
219,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
220,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
221,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
222,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
223,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
224,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
225,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
226,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
227,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
228,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
229,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
230,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
231,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
232,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
233,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
234,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",False
235,Motions for resolutions - Search and rescue in the Mediterranean,"Civil liberties, justice & home affairs",True
236,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
237,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
238,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
239,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
240,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
241,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
242,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
243,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
244,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
245,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
246,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
247,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
248,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
249,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",False
250,Opening accession negotiations with North Macedonia and Albania,"Civil liberties, justice & home affairs",True
251,Changes to the agenda - request by GUE/NGL,Foreign & security policy,True
252,Changes to the agenda - request by S&D and GUE/NGL,Foreign & security policy,True
253,Changes to the agenda - request by GUE/NGL,Foreign & security policy,True
254,Changes to the agenda - request by ID - The steel sector in the EU,"Industry, Research & Energy",True
255,Changes to the agenda - request by ID - The situation in Kashmir,Foreign & security policy,True
256,Changes to the agenda - request by ID - The violence against women and the situation of women refugees,Gender equality,True
257,Distance sales of goods and certain domestic supplies of goods,Economic & monetary affairs,True
258,Mobilisation of the European Globalisation Adjustment Fund - EGF/2019/001 BE/Carrefour - Belgium,Budget,False
259,Mobilisation of the European Globalisation Adjustment Fund - EGF/2019/001 BE/Carrefour - Belgium,Budget,True
260,Objection pursuant to Rule 112: Genetically modified cotton LLCotton25 (ACS-GHØØ1-3),Environment & public health,True
261,Objection pursuant to Rule 112: Genetically modified soybean MON 89788 (MON-89788-1),Environment & public health,True
262,"Objection pursuant to Rule 112: Genetically modified maize MON 89034 × 1507 × NK603 × DAS-40278-9 and sub- combinations MON 89034 × NK603 × DAS-40278-9, 1507 × NK603 × DAS-40278-9 and NK603 × DAS-40278-9",Environment & public health,True
263,"Objection pursuant to Rule 112: Genetically modified maize Bt11 × MIR162 × MIR604 × 1507 × 5307 × GA21 and genetically modified maize combining two, three, four or five of the single events Bt11, MIR162, MIR604, 1507, 5307 and GA21",Environment & public health,True
264,Criminalisation of sexual education in Poland,Culture & education,False
265,Criminalisation of sexual education in Poland,Culture & education,False
266,Criminalisation of sexual education in Poland,Culture & education,False
267,Criminalisation of sexual education in Poland,Culture & education,False
268,Criminalisation of sexual education in Poland,Culture & education,False
269,Criminalisation of sexual education in Poland,Culture & education,False
270,Criminalisation of sexual education in Poland,Culture & education,False
271,Criminalisation of sexual education in Poland,Culture & education,False
272,Criminalisation of sexual education in Poland,Culture & education,False
273,Criminalisation of sexual education in Poland,Culture & education,False
274,Criminalisation of sexual education in Poland,Culture & education,False
275,Criminalisation of sexual education in Poland,Culture & education,False
276,Criminalisation of sexual education in Poland,Culture & education,False
277,Criminalisation of sexual education in Poland,Culture & education,False
278,Criminalisation of sexual education in Poland,Culture & education,False
279,Criminalisation of sexual education in Poland,Culture & education,False
280,Criminalisation of sexual education in Poland,Culture & education,False
281,Criminalisation of sexual education in Poland,Culture & education,False
282,Criminalisation of sexual education in Poland,Culture & education,False
283,Criminalisation of sexual education in Poland,Culture & education,False
284,Criminalisation of sexual education in Poland,Culture & education,False
285,Criminalisation of sexual education in Poland,Culture & education,False
286,Criminalisation of sexual education in Poland,Culture & education,False
287,Criminalisation of sexual education in Poland,Culture & education,False
288,Criminalisation of sexual education in Poland,Culture & education,False
289,Criminalisation of sexual education in Poland,Culture & education,False
290,Criminalisation of sexual education in Poland,Culture & education,False
291,Criminalisation of sexual education in Poland,Culture & education,True
292,Changes to the agenda - request by GUE/NGL,"Civil liberties, justice & home affairs",True
293,Changes to the agenda - request by ID,"Industry, Research & Energy",True
294,EU-Ukraine Agreement Amending the trade preferences for poultry meat and poultry meat preparations provided for by the EU-Ukraine Association Agreement,International trade,True
295,Amending VAT and excise duty rules as regards defence effort within the Union framwork,Economic & monetary affairs,True
296,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",True
297,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",True
298,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
299,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
300,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
301,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
302,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
303,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
304,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
305,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
306,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
307,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
308,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
309,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
310,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
311,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
312,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
313,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
314,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
315,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
316,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
317,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
318,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
319,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
320,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
321,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
322,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
323,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
324,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
325,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
326,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
327,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
328,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
329,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
330,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
331,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
332,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
333,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
334,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
335,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
336,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
337,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
338,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
339,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
340,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
341,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
342,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
343,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
344,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
345,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
346,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
347,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
348,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
349,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
350,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
351,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
352,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
353,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
354,Children rights in occasion of the 30th anniversary of the Convention of the Rights of the Child,"Civil liberties, justice & home affairs",False
